authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
A. Miller,J. Sessa,,27936,J. R.,Bryan,D. S.,Jones,,1989,"Fabric of the Cretaceous-Tertiary Marine Macrofaunal Transition at Braggs, Alabama","Palaeogeography, Palaeoclimatology, Palaeoecology",,69,,279,301,journal article,stated without evidence,English,,,,,2008-08-11 07:33:44,2008-08-12 00:33:44
M. Carrano,M. Carrano,,27972,J. G.,Carter,P. E.,Gallagher,"R. E. Valone, T. J. Rossbach, P. G. Gensel, W. H. Wheeler, D. Whitman",1988,Fossil collecting in North Carolina,"Department of Natural Resources and Community Development, Division of Land Resources, Geological Survey Section Bulletin",,89,,1,89,serial monograph,none discussed,English,,,ETE,NA,2008-08-15 14:00:47,2008-08-16 07:00:47
M. Uhen,M. Uhen,,28009,C. R.,Froede,,,,2008,"A late Paleocene tempestite deposit exposed along a section of Hurricane Creek, Dale County, Alabama",Southeastern Geology,,45,4,233,243,journal article,stated without evidence,English,,,,,2008-08-20 13:53:54,2008-08-21 06:53:54
M. Clapham,M. Clapham,M. Clapham,28048,J. M.,Dickins,,,,1956,"Permian pelecypods from the Carnarvon Basin, Western Australia","Bureau of Mineral Resources, Geology and Geophysics Bulletin",,29,,1,42,serial monograph,stated with evidence,English,,,,NA,2008-08-24 12:28:34,2013-04-03 08:00:55
M. Uhen,M. Uhen,,28099,M.,Leriche,,,,1942,Contribution a l'etude des faunes ichthyologiques marines des terrains tertiaires de la plaine cotiere Atlantique et du centre des Etats-Unis,Memoires de la Societe Geologique de France (Nouvelle Serie),,45,,1,111,journal article,stated without evidence,French,,,,NA,2008-09-03 14:35:50,2008-09-04 07:35:50
M. Uhen,M. Uhen,,28099,M.,Leriche,,,,1942,Contribution a l'etude des faunes ichthyologiques marines des terrains tertiaires de la plaine cotiere Atlantique et du centre des Etats-Unis,Memoires de la Societe Geologique de France (Nouvelle Serie),,45,,1,111,journal article,stated without evidence,French,,,,,2008-09-03 14:35:50,2008-09-04 07:35:50
A. Miller,J. Sessa,J. Sessa,28119,C. L.,Garvie,,,,2008,Unpublished collections from the Gulf Coastal Plain,,,,,,,unpublished,,English,,,,,2008-09-10 11:51:25,2008-09-23 05:39:38
M. Uhen,M. Uhen,,28282,S. A.,McLeod,L. G.,Barnes,,2008,"A new genus and species of Eocene protocetid archaeocete whale (Mammalia, Cetacea) from the Atlantic Coastal plain","Science Series, Natural History Museum of Los Angeles County",,41,,73,98,journal article,stated without evidence,English,,,,,2008-10-16 20:21:04,2008-10-17 14:21:04
A. Hendy,A. Hendy,A. Hendy,28283,J.-B.,Caron,D. A.,Jackson,,2008,"Paleoecology of the Greater Phyllopod Bed community, Burgess Shale","Palaeogeography, Palaeoclimatology, Palaeoecology",,258,,222,256,journal article,stated without evidence,English,,,,NA,2008-10-18 18:12:04,2008-10-19 12:57:03
A. Miller,J. Zambito,J. Zambito,28312,J. J.,Zambito,,,,2008,"Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller; Paleobiology",,,,,,,unpublished,,English,,Identifications and abundance counts from Charles Thayer PhD samples at Yale Peabody Museum for Genesee Group.,,NA,2008-10-24 10:42:34,2012-03-29 01:48:59
M. Clapham,M. Clapham,M. Clapham,28319,J. B.,Waterhouse,,,,1966,Lower Carboniferous and Upper Permian Brachiopods from Nepal,Jahrbuch der Geologischen Bundesanstalt,,12,,5,99,journal article,stated with evidence,English,,,,NA,2008-10-24 22:06:10,2013-04-03 09:39:33
M. Clapham,M. Clapham,M. Clapham,28382,J.,Armstrong,,,,1968,"The martiniacean species occurring at Glendon, New South Wales, the type locality of Notospirifer darwini (Morris)",Journal and Proceedings of the Royal Society of New South Wales,,101,,197,205,journal article,stated with evidence,English,,,,NA,2008-11-01 17:03:40,2013-04-03 09:41:51
W. Kiessling,U. Merkel,,28449,S. F.,Mitchell,G. C.,Gunter,R. Ramsook,2007,Paleoecology of the Maastrichtian rudist Biradiolites in Jamaica,"Cretaceous rudists and carbonate platforms: environmental feedback, SEPM Special Publication",R. W. Scott,87,,81,94,book/book chapter,stated without evidence,English,,,,NA,2008-11-11 05:56:28,2008-11-12 00:56:28
M. Patzkowsky,J. Sessa,J. Sessa,28506,J. A.,Sessa,M. E.,Patzkowsky,T. J. Bralower,2009,"Impact of lithification on the diversity, size distribution, and recovery dynamics of marine invertebrate assemblages",Geology,,37,2,115,118,journal article,stated without evidence,English,10.1130/G25286A.1,,,NA,2008-11-18 07:14:57,2009-09-03 06:44:16
M. Patzkowsky,J. Sessa,J. Sessa,28506,J. A.,Sessa,M. E.,Patzkowsky,T. J. Bralower,2009,"Impact of lithification on the diversity, size distribution, and recovery dynamics of marine invertebrate assemblages",Geology,,37,2,115,118,journal article,stated without evidence,English,10.1130/G25286A.1,,,,2008-11-18 07:14:57,2009-09-03 06:44:16
P. Wagner,P. Wagner,M. Clapham,28589,F. R. C.,Reed,,,,1944,Brachiopoda and Mollusca from the Productus limestones of the Salt Range,"Palaeontogica Indica, Memoirs of the Geological Survey of India, New Series",,23,2,1,596,serial monograph,stated without evidence,English,,"Sometimes name is given as Cowper Reed, but is nearly always cited only as Reed, including by Reed himself.",,NA,2008-11-26 20:07:20,2012-03-22 16:50:27
W. Kiessling,U. Merkel,,28823,N. E.,Weisbord,,,,1974,Late Cenozoic corals of south Florida,Bulletins of American Paleontology,,66,285,259,544,serial monograph,stated with evidence,English,,,,NA,2008-12-19 03:37:17,2008-12-19 22:37:17
M. Clapham,M. Clapham,,29012,C.,Larghi,,,,2005,Dickinsartella fauna from the Saiwan Formation (Oman): a bivalve fauna testifying to the late Sakmarian (Early Permian) climatic amelioration along the north-eastern Gondwanan fringe,Rivista Italiana di Paleontologia e Stratigrafia,,111,3,353,375,journal article,stated with evidence,English,,,,NA,2009-01-21 15:00:28,2009-01-22 10:00:28
M. Clapham,M. Clapham,M. Clapham,29053,N. D.,Newell,,,,1955,Permian pelecypods of east Greenland,Meddelelser om Gr�nland,,110,4,1,36,journal article,stated with evidence,English,,,,NA,2009-01-25 18:19:39,2013-04-03 09:49:51
A. Miller,J. Zambito,J. Zambito,29162,J. J.,Zambito,,,,2008,"Field notes and samples, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller; Paleobiology",,,,,,,unpublished,stated without evidence,English,,Field observations and samples collected during the summer and fall of 2008.,,NA,2009-02-07 13:37:23,2012-03-29 01:50:10
A. Hendy,A. Hendy,,29203,L. E.,Babcock,M. N.,Rees,"R. A. Robison, E. S. Langenburg, S. Peng",2004,"Potential Global Standard Stratotype-section and Point (GSSP) for a Cambrian stage boundary defined by the first appearance of the trilobite Ptychagnostus atavus, Drum Mountains, Utah, USA",Geobios,,37,,149,158,journal article,second hand,English,,,,NA,2009-02-14 22:27:40,2009-02-15 17:27:40
A. Hendy,A. Hendy,,29264,H. L.,Abbass,,,,1962,The english Cretaceous Turritellide and Mathildidae (Gastropoda),"Bulletin of the British Museum (Natural History), Geology",,7,6,175,196,journal article,stated with evidence,English,,,,NA,2009-02-26 16:21:41,2009-02-27 11:21:41
B. Kr�ger,B. Kr�ger,B. Kr�ger,29316,B.,Kr�ger,M.,Isakar,,2006,Revision of annulated orthoceridan cephalopods of the Baltoscandic Ordovician,Fossil Record,,9,1,137,163,journal article,stated with evidence,English,10.1002/mmng.200600005,,,NA,2009-03-05 06:40:59,2009-03-06 10:24:42
A. Hendy,A. Hendy,,29509,J. B.,Reeside,,,,1955,"Revised interpretation of the Cretaceous section on Vermilion Creek, Moffat County, Colorado",Wyoming Geological Association Guidebook - 1955,,,,85,88,journal article,none discussed,English,,,,NA,2009-03-24 05:23:40,2009-03-24 23:23:40
A. Hendy,A. Hendy,,29519,W. A.,Cobban,S. C.,Hook,,1983,Mid-Cretaceous (Turonian) ammonite fauna from Fence Lake area of west-central New Mexico,New Mexico Bureau of Mines and Mineral Resources Memoir,,41,,1,50,serial monograph,stated with evidence,English,,,,NA,2009-03-24 12:44:09,2009-03-25 06:44:09
A. Hendy,A. Hendy,A. Hendy,29572,W. A.,Cobban,,,,1983,"Molluscan fossil record from the northeastern part of the Upper Cretaceous seaway, Western Interior",United States Geological Survey Professional Paper,,1253,,1,25,serial monograph,stated with evidence,English,,,,NA,2009-03-30 06:31:57,2009-03-31 00:33:14
M. Clapham,M. Clapham,,29592,Z. Q.,Deng,,,,1981,Upper Permian sponges from Laibin of Guangxi,Acta Palaeontologica Sinica,,20,5,418,427,journal article,stated with evidence,Chinese,,,,NA,2009-03-31 13:29:23,2009-04-01 07:29:23
A. Hendy,A. Hendy,,29644,F. M.,Anderson,,,,1929,Marine Miocene and related deposits of North Colombia,Proceedings of the Academy of Sciences,,18,4,73,213,serial monograph,stated with evidence,English,,,,NA,2009-04-06 11:07:58,2009-04-07 04:07:58
A. Hendy,A. Hendy,A. Hendy,29676,N. H.,Landman,K. M.,Waage,,1993,Scaphitid ammonites of the Upper Cretaceous (Maastrichtian) Fox Hills Formation in South Dakota and Wyoming,Bulletin of the American Museum of Natural History,,215,,1,257,serial monograph,stated with evidence,English,,Lists include occurrence data obtained from YPM online catalogue,,NA,2009-04-10 05:42:37,2009-04-14 12:15:44
M. Clapham,M. Clapham,,29695,G. H.,Girty,,,,1910,The fauna of the Phosphate beds of the Park City Formation,United States Geological Survey Bulletin,,436,,1,82,serial monograph,stated with evidence,English,,,,NA,2009-04-13 11:54:14,2009-04-14 04:54:14
A. Hendy,A. Hendy,,29700,J. B.,Reeside,,,,1932,The Upper Cretaceous ammonite genus Barroisiceras in the United States,United States Geological Survey Professional Paper,,170,B,9,21,serial monograph,stated with evidence,English,,,,NA,2009-04-14 09:39:15,2009-04-15 02:39:15
A. Hendy,A. Hendy,,29734,C. H.,Dane,E. G.,Kauffman,W. A. Cobban,1968,"Semilla Sandstone, a new member of the Mancos Shale in the southeastern part of the San Juan Basin, New Mexico",United States Geological Survey Professional Paper,,1254,F,1,21,serial monograph,stated without evidence,English,,,,NA,2009-04-16 23:16:45,2009-04-17 16:16:45
M. Clapham,M. Clapham,,29754,S. Z.,Shen,J. I.,Tazawa,G. R. Shi,1999,"Peltichia Jin and Liao, 1981 (Enteletidae, Brachiopoda) from Asia: taxonomy, biostratigraphy, and paleobiogeography",Journal of Paleontology,,73,1,49,62,journal article,stated with evidence,English,,,,NA,2009-04-18 18:31:55,2009-04-19 11:31:55
M. Clapham,M. Clapham,,29755,H. F.,Yin,,,,1983,Uppermost Permian (Changxingian) pectinacea from south China,Rivista Italiana di Paleontologia e Stratigrafia,,88,3,337,386,journal article,stated with evidence,English,,,,NA,2009-04-18 18:43:08,2009-04-19 11:43:08
M. Clapham,M. Clapham,,29756,Y. T.,Pan,,,,1985,"Fossil Gastropoda from the Permian of Sichuan, Guizhou, Yunnan, and Gaungxi",Acta Palaeontologica Sinica,,24,1,29,37,journal article,stated with evidence,Chinese,,,,NA,2009-04-18 18:53:28,2009-04-19 11:53:28
M. Clapham,M. Clapham,M. Clapham,29758,J. B.,Waterhouse,,,,1971,"Appendix 2: systematic description of new brachiopod species and genera, in Carboniferous and Permian Stratigraphy and Paleontology, Northern Yukon Territory, Canada",Bulletin of Canadian Petroleum Geology,,19,1,205,234,journal article,stated with evidence,English,,,,NA,2009-04-18 20:39:49,2013-04-03 03:57:02
M. Clapham,M. Clapham,,29759,J. B.,Waterhouse,J.,Waddington,,1982,"Systematic descriptions, paleoecology and correlations of the late Paleozoic subfamily Spiriferellinae (Brachiopoda) from the Yukon Territory and the Canadian Arctic Archipelago",Geological Survey of Canada Bulletin,,289,,1,73,journal article,stated with evidence,English,,,,NA,2009-04-18 20:43:41,2009-04-19 13:43:41
A. Hendy,A. Hendy,,29772,S. C.,Hook,C. M.,Molenaar,W. A. Cobban,1983,Stratigraphy and revision of nomenclature of upper Cenomanian to Turonian (Upper Cretaceous) rocks of west-central New Mexico,New Mexico Bureau of Mines and Mineral Resources Circular,,185,,7,28,serial monograph,second hand,English,,,,NA,2009-04-20 20:28:03,2009-04-21 13:28:03
M. Clapham,M. Clapham,,29809,N. N.,Dunayeva,I. P.,Morozova,,1967,Evolution and systematic position of certain late Paleozoic Trepostomata,Paleontological Journal,,1,4,64,72,journal article,stated with evidence,English,,,,NA,2009-04-25 12:02:44,2009-04-26 05:02:44
M. Clapham,M. Clapham,M. Clapham,29811,W. H.,Waagen,,,,1879,"Productus Limestone Fossils, Part I","Salt Range Fossils, Palaeontologia Indica, Series 13",,1,1,1,72,serial monograph,stated with evidence,English,,,,NA,2009-04-25 18:27:12,2011-10-29 13:08:17
M. Patzkowsky,J. Sessa,J. Sessa,29915,J. A.,Sessa,T. J.,Bralower,"M. E. Patzkowsky, J. C. Handley, L. C. Ivany",2012,Environmental and biological controls on the diversity and ecology of Late Cretaceous through early Paleogene marine ecosystems in the US Gulf Coastal Plain,Paleobiology,,38,2,218,239,journal article,stated without evidence,English,,,,NA,2009-05-08 07:36:15,2012-04-10 05:24:57
M. Patzkowsky,J. Sessa,J. Sessa,29915,J. A.,Sessa,T. J.,Bralower,"M. E. Patzkowsky, J. C. Handley, L. C. Ivany",2012,Environmental and biological controls on the diversity and ecology of Late Cretaceous through early Paleogene marine ecosystems in the US Gulf Coastal Plain,Paleobiology,,38,2,218,239,journal article,stated without evidence,English,,,,,2009-05-08 07:36:15,2012-04-10 05:24:57
A. Hendy,A. Hendy,,29916,B. M.,Landau,G. C.,Kronenberg,G. S. Herbert,2008,"A large species of Lobatus (Gastropoda: Strombidae) from the Neogene of the Dominican Republic, with notes on the genus",The Veliger,,50,1,31,38,journal article,stated with evidence,English,,,,NA,2009-05-08 07:43:50,2009-05-09 00:43:50
A. Hendy,A. Hendy,,29916,B. M.,Landau,G. C.,Kronenberg,G. S. Herbert,2008,"A large species of Lobatus (Gastropoda: Strombidae) from the Neogene of the Dominican Republic, with notes on the genus",The Veliger,,50,1,31,38,journal article,stated with evidence,English,,,,,2009-05-08 07:43:50,2009-05-09 00:43:50
A. Hendy,A. Hendy,,29918,T. J.,DeVries,,,,2008,"Pliocene and Pleistocene Fissurella Brugui�re, 1789 (Gastropoda: Fissurellidae) from Southern Peru",The Veliger,,50,2,129,148,journal article,stated with evidence,English,,,,NA,2009-05-08 08:49:06,2009-05-09 01:49:06
A. Hendy,A. Hendy,,29933,R.,Duerr,,,,2008,Two new species of Mitrella (Gastropoda: Neogastropoda: Columbellidae) from the lower Miocene Chipola Formation of northwestern Florida,The Nautilus,,122,3,151,154,journal article,stated with evidence,English,,,,NA,2009-05-11 10:34:00,2009-05-12 03:34:00
M. Clapham,M. Clapham,,29970,M. J.,Campi,G. R.,Shi,,2007,"The Linshuichonetes-Crurithyris community and new productid species from the Cisuralian (Early Permian) of Sichuan, China",Alcheringa,,31,,185,198,journal article,stated with evidence,English,,,,NA,2009-05-16 20:10:32,2009-05-17 13:10:32
M. Clapham,M. Clapham,,29971,S. Z.,Shen,X. L.,He,G. R. Shi,1995,Biostratigraphy and correlation of several Permian-Triassic boundary sections in southwestern China,Journal of Southeast Asian Earth Sciences,,12,1-2,19,30,journal article,stated without evidence,English,,,,NA,2009-05-16 21:29:50,2009-05-17 14:29:50
M. Clapham,M. Clapham,,29973,J. B.,Waterhouse,,,,1988,"Megalosia, a new strophalosiid (Brachiopoda) genus from the Late Permian Nisal Member, Manang District, Nepal",Journal of Paleontology,,62,1,41,45,journal article,stated with evidence,English,,,,NA,2009-05-17 08:27:57,2009-05-18 01:27:57
M. Clapham,M. Clapham,,29975,A. D.,Grigor'yeva,,,,1967,Certain brachiopods of Kazanian Stage,Paleontological Journal,,1,,58,71,journal article,stated with evidence,English,,,,NA,2009-05-17 12:23:47,2009-05-18 05:23:47
A. Hendy,A. Hendy,,29992,J. R.,Freiheit,D. H.,Geary,,2009,Neogene Paleontology of the Northern Dominican Republic. 23. Strombid Gastropods (Genera Strombus and Lobatus; Mollusca: Gastropoda: Strombidae) of the Cibao Valley,Bulletins of American Paleontology,,376,,1,54,serial monograph,stated with evidence,English,,,,NA,2009-05-20 14:01:46,2009-05-21 07:01:46
A. Hendy,A. Hendy,A. Hendy,30037,A. G.,Beu,,,,2010,Neogene Tonnoidean Gastropods of Tropical and South America; contributions to the Dominican Republic and Panama Paleontology Projects and Uplift of the Central American Isthmus,Bulletins of American Paleontology,,,377-378,1,550,serial monograph,stated with evidence,English,,,,NA,2009-06-03 10:01:14,2010-11-29 04:18:36
M. Uhen,M. Uhen,M. Uhen,30048,L. N.,Glawe,,,,1966,"Geologic section exposed in Lone Star Cement Company quarry at St. Stephens Bluff on Tombigbee River, 2 2 miles northeast of the present town of St Stephens, Ala",Facies Changes in the Alabama Tertiary,,,,95,98,guidebook,stated without evidence,English,,A guidebook for the Fourth Annual Field Trip of the Alabama Geological Society,,NA,2009-06-04 13:26:40,2009-06-05 06:31:04
M. Uhen,M. Uhen,M. Uhen,30048,L. N.,Glawe,,,,1966,"Geologic section exposed in Lone Star Cement Company quarry at St. Stephens Bluff on Tombigbee River, 2 2 miles northeast of the present town of St Stephens, Ala",Facies Changes in the Alabama Tertiary,,,,95,98,guidebook,stated without evidence,English,,A guidebook for the Fourth Annual Field Trip of the Alabama Geological Society,,,2009-06-04 13:26:40,2009-06-05 06:31:04
A. Miller,J. Zambito,J. Zambito,30064,J. R.,"Bonelli, Jr.",C. E.,Brett,"A. I. Miller, J. B. Bennington",2006,Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin,Paleobiology,,32,1,20,37,journal article,stated without evidence,English,,data set edited by J. Zambito prior to entering into PBDB,,NA,2009-06-10 10:57:54,2009-06-16 04:49:43
A. Miller,J. Zambito,J. Zambito,30067,J. A.,Sessa,,,,2003,"The Dynamics of Rapid, Asynchronous Biotic Turnover in the Middle Devonian Appalachian Basin of New York",,,,,,,M.S. thesis,stated without evidence,English,,Some taxa re-identified based on data and ranges from: HECKEL P.H. 1973 Nature origin and significance of the Tully Limestone; an anomalous unit in the Catskill Delta. Devonian of New York 244 p. p. BAIRD G.C. and BRETT C.E. 2003,,NA,2009-06-11 08:17:05,2009-06-21 09:36:28
